timestamp_utc,monotonic_s,mode,model,pose_age_ms,velocity_age_ms,pose_outlier,x_m,y_m,z_m,qx,qy,qz,qw,yaw_rad,pitch_rad,roll_rad,vx_m_s,vy_m_s,vz_m_s,wx_rad_s,wy_rad_s,wz_rad_s,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,raw_action_0,raw_action_1,raw_action_2,raw_action_3,roll_rate_deg_s,pitch_rate_deg_s,yaw_rate_deg_s,requested_thrust_m_s2,used_thrust_m_s2,thrust_uint16,rate_saturated,thrust_saturated,commander_roll,commander_pitch,commander_yaw
2026-09-22T04:58:39.008799Z,81391.843818626,DISARMED,CTBR,5.140006003784947,5.137326996191405,False,-0.0550018125404872,-0.07553232900425422,0.016532624738332048,-0.00034696643658998523,0.008205055145602822,0.0014852321006915688,0.9999651747785803,0.0029650706245817745,0.016411306125769305,-0.0006696261077704278,0.0019203374716801613,-0.0001448712089499593,-0.00692838114592885,0.001350989829060889,-0.027676860894996057,-0.05698173739542268,-0.05500181391835213,-0.07553233206272125,4.0165324211120605,0.002965070540085435,0.016411306336522102,-0.0006696261116303504,0.0019203374395146966,-0.00014487121370621026,-0.00692838104441762,0.0013509897980839014,-0.027676861733198166,-0.05698173865675926,,,,,,,,,,,,,,,
2026-09-22T04:58:39.029323Z,81391.864362612,DISARMED,CTBR,0.004568995791487396,0.001104999682866037,False,-0.055010837124949453,-0.07553773455721484,0.01656631666716068,-0.0010157085093927235,0.008265473857718461,0.001640934919079906,0.9999639781565749,0.0032654131489248174,0.016534439038355535,-0.002004492971797176,0.0016526414062065231,0.010076963849610376,-0.013011856061817192,0.056407830032977065,0.3801967409475038,0.1710058797234133,-0.055010836571455,-0.07553773373365402,4.016566276550293,0.003265413222834468,0.016534438356757164,-0.0020044930279254913,0.0016526414547115564,0.010076964274048805,-0.013011856004595757,0.056407831609249115,0.380196750164032,0.17100587487220764,,,,,,,,,,,,,,,
2026-09-22T04:58:39.049726Z,81391.884776023,DISARMED,CTBR,0.003994995495304465,0.0011289957910776138,False,-0.05499024193040572,-0.0755591805917872,0.01659429123362716,-0.0003414287548583541,0.008248165325679022,0.00138101330584367,0.9999649713852055,0.0027566761588527565,0.016497444172511366,-0.000660141817908006,0.003803545218590554,0.009759599398923013,-0.013412728795272541,0.09413453840633765,0.3436925183198882,0.11925267053930141,-0.054990243166685104,-0.07555918395519257,4.016594409942627,0.00275667617097497,0.016497444361448288,-0.0006601418135687709,0.003803545143455267,0.009759599342942238,-0.013412728905677795,0.09413453936576843,0.34369251132011414,0.11925266683101654,,,,,,,,,,,,,,,
2026-09-22T04:58:39.068957Z,81391.904005747,DISARMED,CTBR,9.54900799843017,9.545068998704664,False,-0.05505342368033636,-0.07562431636576819,0.01671311656139907,-0.0012372084032160587,0.006083292174513041,0.0005921673614813772,0.9999805559157151,0.001169345928086171,0.01216811332210664,-0.002467349202070845,-0.006318174993064085,-0.006513577398098436,0.01188253277719098,-0.17732824110454895,-0.4299754840124312,-0.1583957736260567,-0.05505342409014702,-0.07562431693077087,4.0167131423950195,0.0011693459236994386,0.012168113142251968,-0.0024673491716384888,-0.00631817476823926,-0.0065135774202644825,0.011882532387971878,-0.17732824385166168,-0.4299754798412323,-0.15839576721191406,,,,,,,,,,,,,,,
2026-09-22T04:58:39.089453Z,81391.924485934,DISARMED,CTBR,9.70976598910056,9.705563992611133,False,-0.055053390739531936,-0.07562975764867708,0.016732576426012658,-0.0006536012619522617,0.006411628482920828,0.0007787238603276235,0.9999789284853641,0.0015491616145251348,0.012824356231694707,-0.0012972962447336518,-0.0016347161750043804,0.0015224854433087964,0.0016623173800783125,0.07391151820535628,-0.0011071114441264462,0.02696793975118333,-0.05505339056253433,-0.07562975585460663,4.016732692718506,0.0015491616213694215,0.01282435655593872,-0.0012972962576895952,-0.0016347161727026105,0.0015224853996187449,0.001662317430600524,0.07391151785850525,-0.0011071114568039775,0.026967938989400864,,,,,,,,,,,,,,,
2026-09-22T04:58:39.108956Z,81391.944007787,DISARMED,CTBR,8.636974991532043,8.634485988295637,False,-0.05504358101043131,-0.07563792072349744,0.016710194918545054,-0.0009676652028253309,0.006251667930937515,0.0005432387373772162,0.9999798423787405,0.001074440737143295,0.012504461037740859,-0.0019286510746456373,-0.004208244304320513,-0.007558152328944467,0.011504674568846643,0.01796724570052423,-0.39911499600247446,-0.16823365401404428,-0.05504358187317848,-0.07563792169094086,4.01671028137207,0.0010744407773017883,0.012504461221396923,-0.0019286511233076453,-0.0042082443833351135,-0.007558152545243502,0.011504674330353737,0.01796724647283554,-0.3991149961948395,-0.16823364794254303,,,,,,,,,,,,,,,
2026-09-22T04:58:39.129311Z,81391.964355201,DISARMED,CTBR,9.54092999745626,9.537334000924602,False,-0.055044643002819284,-0.0756404975100886,0.01674592744483685,-0.0010474755103668204,0.0062489575558537305,0.0007157145778283747,0.999979670331934,0.0014184200742640442,0.012499485898355296,-0.0020861279672520477,-0.0017567420065034423,-0.009170499164749824,0.017096299330855366,-0.13279414966821268,-0.4314832990483748,-0.16121356253030514,-0.055044643580913544,-0.07564049959182739,4.0167460441589355,0.0014184201136231422,0.012499486096203327,-0.0020861278753727674,-0.0017567420145496726,-0.009170499630272388,0.017096299678087234,-0.13279415667057037,-0.43148329854011536,-0.16121356189250946,,,,,,,,,,,,,,,
2026-09-22T04:58:39.149633Z,81391.984685054,DISARMED,CTBR,0.003931010724045336,0.0011119991540908813,False,-0.05501929181229698,-0.07556153790639412,0.01660064592637811,-0.0005091200178399991,0.008086758018300253,0.0014882627662502477,0.9999660645319418,0.0029685829581302357,0.016175187917411474,-0.0009942652686135568,-0.0011245568991319344,-0.002657111220395747,0.002494912009136374,0.10159516918105427,-0.01972904649575158,0.0013879234740154112,-0.05501929298043251,-0.0755615383386612,4.016600608825684,0.002968583023175597,0.01617518812417984,-0.0009942653123289347,-0.0011245568748563528,-0.002657111268490553,0.0024949118960648775,0.10159517079591751,-0.019729046151041985,0.001387923490256071,,,,,,,,,,,,,,,
2026-09-22T04:58:39.168990Z,81392.004039044,DISARMED,CTBR,0.006372996722348034,0.001634994987398386,False,-0.05501336680124989,-0.07565206114762385,0.016689501290940954,-0.0011171920696787792,0.006382202631136417,0.0005425988700747952,0.9999788622555583,0.001071001979554968,0.012765694545576352,-0.0022275943049923806,0.0026244642739398083,-0.0017953620099570022,-0.0025690444285741965,0.04267736977043204,0.03806389206840925,0.00385536410959489,-0.05501336604356766,-0.07565206289291382,4.016689300537109,0.0010710019851103425,0.012765694409608841,-0.0022275943774729967,0.0026244642212986946,-0.0017953619826585054,-0.0025690444745123386,0.042677368968725204,0.0380638912320137,0.003855364164337516,,,,,,,,,,,,,,,
2026-09-22T04:58:39.189339Z,81392.024386894,DISARMED,CTBR,0.0055340060498565435,0.0014490069588646293,False,-0.05499982895426319,-0.07552547644261969,0.016533867219679654,-0.0008254192528375703,0.008041741323406935,0.0014055916113541733,0.9999663361292552,0.002798178639918822,0.016085955338475268,-0.0016283875179018761,0.002318079858334987,0.009610379892069365,-0.014755308719105811,0.0882909350738473,0.4089292257999032,0.19867951034156042,-0.05499982833862305,-0.07552547752857208,4.016533851623535,0.0027981786988675594,0.016085956245660782,-0.0016283874865621328,0.0023180798161774874,0.009610380046069622,-0.014755308628082275,0.08829093724489212,0.4089292287826538,0.19867950677871704,,,,,,,,,,,,,,,
2026-09-22T04:58:39.209614Z,81392.044666228,DISARMED,CTBR,0.0057910074247047305,0.0015120021998882294,False,-0.05503424729112124,-0.07561102362590318,0.016696054226463614,-0.000691037616652916,0.006059923516917593,0.0007359356373298208,0.9999811289183008,0.0014635762619191273,0.012120932230612079,-0.0013732310305217671,-0.0007152776978151809,-0.00472527324495986,0.00824145197826781,0.010524116373840505,-0.46097217749266134,-0.13666691252784471,-0.055034246295690536,-0.07561102509498596,4.016695976257324,0.0014635762199759483,0.012120932340621948,-0.0013732310617342591,-0.0007152776815928519,-0.004725273232907057,0.008241452276706696,0.010524116456508636,-0.4609721899032593,-0.1366669088602066,,,,,,,,,,,,,,,
